13140497989;870401049;Alicia Viana;31/08/6666;Santa Maria
97285337560;099700099;Maysa da Luz;07/07/4686;Governador Valadares
29256627655;809616351;Pedro Henrique Santos;18/02/0015;Barueri
01158319320;556804700;Sophie Teixeira;24/07/0486;Embu das Artes
03744724670;839446871;Alana Goncalves;15/09/5651;Juazeiro do Norte
54905860601;487963547;Gustavo Henrique Souza;08/05/7395;Volta Redonda
87751673109;922593913;Julia da Cunha;29/09/7180;Parnamirim
58970696385;465536591;Vitor Rocha;20/10/9877;Ipatinga
66062042160;377343719;Sophia da Mata;09/09/0280;Macae
90752677209;154042180;Guilherme Novaes;02/01/3245;Indaiatuba
18162656677;691048718;Bianca Cunha;09/12/5571;Imperatriz
34748139862;228001746;Igor Ferreira;01/01/3446;Foz do Iguacu
99637993452;550700230;Giovanna Carvalho;21/11/5045;Cotia
49396267929;182264902;Yuri Gomes;05/04/3577;Viamao
35547826022;427486032;Joao Pedro Jesus;09/03/6797;Sao Carlos
98561209500;355512789;Bruna Ferreira;03/01/0768;Sao Jose
01443809519;875563490;Vitor Gabriel Cardoso;22/08/2714;Colombo
55050718562;682221899;Pietra Teixeira;03/10/5456;Mage
00377478865;271353665;Maria Clara Sales;06/05/6143;Novo Hamburgo
97299649128;276569648;Esther Freitas;26/07/8477;Rio Verde
90826780121;271636709;Pedro Lucas Duarte;04/03/5054;Itaborai
62246838673;965805315;Henrique Carvalho;15/02/0729;Americana
58327541315;690394435;Maria Eduarda Carvalho;15/07/0656;Itapevi
04598603801;628345479;Nina Mendes;08/04/2081;Sete Lagoas
05908717908;560114796;Davi Lucca Freitas;09/01/8976;Divinopolis
73546490231;466759117;Lara Silva;17/02/7754;Marilia
25232607863;768185504;Joao Miguel Rocha;12/05/9119;Araraquara
09127418804;736986127;Catarina das Neves;20/08/6996;Sao Leopoldo
98997896318;148723320;Livia Moreira;02/04/0810;Rondonopolis
99240415777;557309194;Manuela Nogueira;28/07/0315;Hortolandia
09217044881;211001127;Enzo Gabriel Cavalcanti;17/06/2108;Jacarei
25831645703;094125979;Isadora da Costa;09/10/0868;Arapiraca
61844128920;634460510;Davi Lucas Lopes;12/08/5916;Cabo Frio
00468709622;042422002;Isabella Rodrigues;03/12/3645;Presidente Prudente
47995294204;234673552;Calebe Mendes;06/03/0155;Maracanau
44146568420;028626024;Maria Vitoria Vieira;10/02/3990;Dourados
51126498289;672704764;Joao Felipe Pires;13/02/2466;Chapeco
25516526264;519466490;Mirella da Paz;08/05/1299;Itajai
79358770686;750916224;Davi Cavalcanti;05/10/0017;Aguas Lindas de Goias
06585887298;445390280;Yago Silva;20/11/3710;Santa Luzia
74116675601;610765931;Ana Clara Pinto;01/01/0446;Juazeiro
52106435142;979530264;Manuela da Rocha;05/07/7627;Criciuma
96611166360;562612384;Melissa Cardoso;20/11/6949;Parauapebas
07104733035;457219270;Anthony Santos;19/05/2148;Luziania
76211964757;064621269;Benicio Oliveira;08/03/6321;Itabuna
71031752765;996368074;Maysa Almeida;10/12/2158;Rio Grande
48546358605;598861562;Vitor Caldeira;31/12/3533;Sobral
83225532690;971009990;Giovanna Moreira;16/02/6790;Alvorada
51011448351;829491896;Arthur da Costa;04/03/1948;Cachoeiro de Itapemirim
65250240640;599936667;Isis Pires;17/06/3790;Cabo de Santo Agostinho
61999891392;573115029;Rafaela Barbosa;20/11/1061;Angra dos Reis
52361835290;806213964;Renan Alves;04/06/9352;Rio Claro
56364721702;258078949;Isis Monteiro;23/10/3928;Passo Fundo
35895511007;463697334;Juliana Farias;31/05/8113;Castanhal
19108119120;831520576;Joao Melo;08/12/1830;Lauro de Freitas
00597298645;721316340;Miguel Lima;13/12/7932;Aracatuba
87934846150;514693671;Nina Costa;04/01/5419;Ferraz de Vasconcelos
23468502176;348342993;Julia da Rocha;29/06/9161;Santa Barbara d'Oeste
13892698848;573636216;Levi Azevedo;12/07/6319;Nova Friburgo
83510970390;803200343;Ana Sophia Almeida;07/09/1440;Nossa Senhora do Socorro
81645438295;919178560;Isis Lopes;05/09/5178;Araguaina
10361239602;839334565;Nicolas Ferreira;25/06/7001;Teresopolis
99136638730;073961041;Ana Clara Moraes;05/06/5280;Barra Mansa
05547799009;034613314;Luigi Silva;01/03/6250;Jaragua do Sul
44218993050;931431587;Ryan Alves;13/04/3971;Ibirite
39105365651;291606660;Lucas Gabriel Teixeira;10/10/2325;Guarapuava
29481437566;010271138;Thales da Cruz;27/03/7824;Sao Jose de Ribamar
85432551390;496551986;Vicente da Rocha;16/08/8949;Linhares
87357411559;195509480;Sophie da Luz;02/12/5755;Itapecerica da Serra
00916235106;552030028;Caue Monteiro;19/09/0923;Francisco Morato
64066558500;513536749;Heitor Gomes;11/05/8213;Palhoca
20578000164;585236021;Enrico Goncalves;31/12/8006;Itu
82270126556;461699636;Felipe Silva;13/01/2974;Mesquita
54497021327;468694472;Heitor Peixoto;12/07/9823;Valparaiso de Goias
60409075760;094236648;Diogo Pereira;12/04/0467;Braganca Paulista
80246552255;827440705;Mariana Castro;21/10/8258;Pindamonhangaba
32934604020;135614802;Srta. Maria Cecilia Barbosa;19/04/9135;Timon
65745923059;415802262;Kevin Araujo;28/08/6429;Pocos de Caldas
97013814679;171174471;Enzo Costela;14/04/7776;Marica
57981770840;363311026;Maria Julia da Cunha;28/05/9627;Itapetininga
16334120913;665278588;Thales Costa;07/05/8073;Caxias
31925847500;063939398;Luiz Felipe da Luz;08/09/8865;Teixeira de Freitas
70300578059;531440590;Camila Nunes;01/03/0085;Nilopolis
58230782180;932381096;Raquel Dias;30/07/3990;Sao Caetano do Sul
84503980530;970333728;Leticia Monteiro;16/10/4051;Abaetetuba
41532815654;407717533;Alexandre Porto;10/11/3378;Camaragibe
25623432042;683952516;Gabriel da Mota;31/05/0264;Rio das Ostras
74774486620;246374311;Ana Laura Caldeira;27/01/3454;Franco da Rocha
09209727568;641919449;Camila Moreira;08/02/8081;Barreiras
10716860899;626256999;Vicente Sales;28/11/8678;Ilheus
88377970287;734045894;Luna Monteiro;05/07/8507;Paranagua
52392346127;961461199;Eloah Almeida;15/11/3041;Lages
14912882135;697427880;Sophia Peixoto;06/11/3190;Jequie
82186999021;696707157;Stella Freitas;25/03/4924;Patos de Minas
45006864877;102876803;Bruno Almeida;14/07/6077;Pouso Alegre
52230471252;073003605;Maria Eduarda da Mota;11/11/8036;Mogi Guacu
80543324672;261263977;Daniel Goncalves;14/11/1648;Parnaiba
34271696340;806977430;Marina Pires;21/12/7028;Jau
24414314127;142935571;Otavio Freitas;08/12/3969;Alagoinhas
00655946063;447415340;Lucas Gabriel da Rosa;02/09/3560;Porto Seguro
30918722381;660897317;Vitoria Freitas;17/11/7980;Queimados
67704749994;521078420;Lara Barbosa;18/11/9826;Botucatu
05811613008;459761227;Vitor Gabriel Ramos;07/09/4716;Balneario Camboriu
67729930048;378620951;Julia Pinto;01/10/6272;Sinop
07332416700;076907977;Ana Clara da Rocha;10/07/8681;Araucaria
96612249781;338949503;Caue Moreira;16/10/2351;Atibaia
83678487564;539984684;Augusto Santos;07/04/0508;Santana de Parnaiba
60591704200;510695707;Leandro Araujo;24/08/1536;Toledo
48172554559;066393022;Stephany Fogaca;25/01/0635;Sapucaia do Sul
54139533307;762375735;Gabrielly Silva;15/09/4919;Garanhuns
99859042306;107117998;Samuel da Mota;11/02/3019;Teofilo Otoni
92458271006;203622063;Gustavo Henrique da Conceicao;22/04/8422;Cameta
73783792800;991014230;Joao Rocha;26/03/7754;Brusque
65354325480;229573015;Gabrielly Silveira;19/03/7947;Vitoria de Santo Antao
45521371311;479045894;Maria da Rosa;18/01/5802;Barbacena
49749714253;435698433;Ana Julia da Mata;24/06/8228;Santa Rita
47976675400;624131537;Maria Cecilia Porto;24/01/0026;Sabara
31793212023;313248141;Lorenzo Moreira;13/05/7190;Varginha
35530943110;084964839;Bruno Costela;20/06/9640;Apucarana
42523078058;633988562;Ana Beatriz Teixeira;21/04/7790;Simoes Filho
92058712064;985880756;Ana Clara Rocha;14/03/7558;Araras
71719173559;390415358;Yago Moreira;06/08/6669;Itaguai
43549839073;214554466;Caua da Cunha;01/12/1270;Araruama
30916101878;403300962;Vicente Caldeira;19/03/0066;Marituba
36540896077;760718497;Emanuella da Cruz;13/12/2914;Sao Felix do Xingu
91725362414;586979302;Gabriel da Mata;19/12/2685;Campo Largo
08643504491;018454425;Maria Clara Carvalho;18/11/7150;Pinhais
30110979842;984539325;Guilherme da Rosa;28/01/1084;Sao Mateus
24580199944;488870892;Ana Laura Santos;24/07/1193;Crato
38701358405;176069116;Cecilia Vieira;08/07/9611;Resende
89061552206;756659300;Caroline da Cruz;10/07/7488;Valinhos
58371874561;414866632;Stella Farias;15/03/8512;Cubatao
57740424307;091287003;Ana Beatriz Oliveira;30/10/5162;Santa Cruz do Sul
78989110750;766336526;Nina Cardoso;24/04/7789;Cachoeirinha
19183331301;300233425;Cecilia Moreira;29/08/6757;Trindade
70184540852;784977278;Beatriz Moreira;23/04/6590;Vespasiano
91568200030;187111697;Ana Vitoria Costa;16/10/2280;Itapipoca
01394521928;554906356;Maria Julia Santos;21/02/5454;Maranguape
55272312015;931785980;Pedro Monteiro;30/07/9962;Ji-Parana
16382644498;692872678;Maria Sophia Ferreira;07/05/8952;Conselheiro Lafaiete
58961720287;093357263;Isabelly da Paz;23/05/9870;Braganca
97368392909;639394663;Enrico da Mota;14/07/7235;Barcarena
22940169390;561436317;Igor Ramos;19/05/7941;Guarapari
33706247020;978887877;Gabrielly Ramos;06/09/1548;Sertaozinho
89765714440;358366297;Maria Sophia Vieira;23/04/3564;Jandira
79834103280;884386439;Julia Azevedo;07/04/7544;Uruguaiana
82167087268;577538192;Nina Fogaca;31/08/5037;Arapongas
99197764248;093318129;Maria Vitoria das Neves;13/10/8977;Birigui
62865034712;173823546;Maria Fernanda Pereira;22/08/8196;Formosa
06380557849;119991521;Caue Azevedo;31/07/5026;Paco do Lumiar
16036530234;685220894;Emanuelly Nogueira;01/02/8981;Ribeirao Pires
61334845867;995845436;Juliana da Luz;27/05/5050;Caraguatatuba
90594691940;034487122;Alicia da Mata;06/09/9380;Tres Lagoas
04538094641;513573037;Catarina Lima;27/09/5820;Santana
87212177938;250843917;Maria Sophia Azevedo;12/08/5554;Votorantim
08050082768;315067743;Livia Cavalcanti;15/12/6185;Colatina
74546634277;570475020;Raul da Cruz;01/09/7235;Varzea Paulista
25989783744;800470822;Eloah Dias;18/10/5028;Itatiba
62761231104;866751622;Breno Melo;08/02/5362;Tatui
78960385107;606783645;Lais Ramos;16/01/7215;Barretos
26057980034;563855721;Ana Laura Santos;07/01/1352;Codo
52776684037;685517004;Ana Clara Duarte;24/12/8337;Guaratingueta
59538889886;078252359;Bernardo Caldeira;20/09/4362;Catanduva
45851133473;941288219;Joao Ribeiro;27/02/1687;Bento Goncalves
71914604237;779456341;Sabrina Costela;19/05/2085;Itabira
56601668494;134369050;Emilly da Cruz;22/03/3377;Bage
97789814699;473536767;Bianca Dias;12/11/9613;Senador Canedo
22276604735;722786531;Fernando Martins;23/11/5868;Almirante Tamandare
59284397090;389215837;Beatriz Silva;27/02/9824;Salto
61564936465;462161214;Srta. Stephany Cavalcanti;16/07/9438;Igarassu
19050194249;627287975;Marcos Vinicius Pires;24/02/2977;Novo Gama
24681117293;598132902;Lara Jesus;21/01/8561;Poa
75722148350;450074534;Julia da Mota;22/05/0964;Paulo Afonso
48380017897;096702259;Henrique Rezende;31/08/2119;Araguari
54660847276;710026050;Emanuel Teixeira;05/03/6706;Uba
54539161849;547456070;Caue Moreira;10/08/8224;Altamira
46439953605;107305641;Emanuel Silva;23/11/7228;Piraquara
63983282059;644423632;Sophie da Mota;06/04/7546;Tucurui
39699726806;927768124;Eduarda Alves;03/05/2480;Parintins
69408583426;765831272;Maria Monteiro;31/12/9177;Passos
37425332582;938358305;Andre da Luz;11/06/9468;Paragominas
59049965350;419509374;Joao Guilherme Melo;07/08/6367;Eunapolis
62424886636;340374495;Elisa Nogueira;17/03/5420;Ourinhos
68143171175;743012562;Maysa da Cruz;17/11/1066;Sao Lourenco da Mata
13213342572;126695657;Olivia Rocha;17/03/3924;Paulinia
83562375727;910114759;Esther Vieira;13/02/2646;Acailandia
26452617010;021990011;Gabriel Moreira;22/05/1963;Umuarama
70628414129;027339513;Maria Clara da Cruz;12/03/6945;Catalao
07796020562;960776026;Julia da Mota;07/09/6852;Corumba
10996444106;750308077;Ana Beatriz Nascimento;03/10/4917;Santa Cruz do Capibaribe
59066233028;973279365;Daniela Viana;30/10/1148;Tailandia
39741734638;520284507;Srta. Maria Vitoria Nogueira;14/02/4733;Ariquemes
42735645134;490238409;Isabelly Costa;11/06/8196;Coronel Fabriciano
78273695964;642345964;Sophie Cardoso;22/08/9265;Muriae
79825569573;672693778;Camila Fogaca;26/12/1715;Patos
51607718081;789708405;Eloah Ribeiro;14/06/3170;Araxa
89354248896;039518700;Danilo Teixeira;03/10/0647;Nova Serrana
68392634870;331119449;Igor Pinto;12/01/3155;Cambe
75386132261;662795804;Melissa Lima;17/06/2053;Tangara da Serra
44534930887;812743465;Alicia Peixoto;03/09/1421;Sao Pedro da Aldeia
21426511868;678536159;Stella Souza;13/03/8967;Erechim
71587399962;171084617;Evelyn da Cunha;11/04/0978;Tubarao
42073392210;107707600;Ian Farias;24/05/6295;Itumbiara
80300422482;763324601;Emanuel Oliveira;31/01/7466;Japeri
55463728186;680754094;Nathan da Paz;23/01/2056;Lagarto
33404792246;045717797;Enzo Cunha;11/05/7338;Ituiutaba
08730746108;829037919;Isabel Silveira;18/03/4034;Assis
67962178884;944740929;Maria Freitas;16/04/7441;Lavras
04251077954;460833024;Miguel Farias;06/07/3696;Leme
37162866301;400512586;Catarina da Mata;10/05/0011;Bacabal
52322933112;930181132;Lucca Ferreira;28/04/5695;Aracruz
37329393320;734181857;Benjamin da Conceicao;24/11/3418;Sao Goncalo do Amarante
56513363462;477258180;Fernanda Souza;01/08/4808;Vilhena
51054397406;932761730;Nathan Azevedo;04/02/4759;Itaperuna
95524490818;752671369;Joao Teixeira;20/07/9782;Itanhaem
87462422441;454102893;Maria Alice Vieira;02/08/7001;Breves
24424482898;109737530;Arthur Lopes;16/12/5810;Itacoatiara
57460447170;044844111;Emilly Costela;08/09/4606;Caieiras
77584589120;573313737;Caroline Barbosa;19/04/1034;Fazenda Rio Grande
45830786508;414338207;Olivia da Cunha;18/08/1885;Mairipora
74808935317;576830595;Enrico Pires;01/01/0794;Iguatu
49520250123;512463047;Ana Nunes;04/03/1444;Jatai
27857748412;147103503;Andre da Paz;20/03/2248;Santo Antonio de Jesus
23320564161;979238701;Rafaela Moreira;28/01/7981;Itaituba
27285095303;546182183;Maria Luiza Rocha;16/02/8473;Barra do Pirai
36038909494;945259449;Melissa Barbosa;30/04/3527;Abreu e Lima
69605087898;928483362;Laura da Rocha;10/04/6585;Manacapuru
77428038790;405715392;Livia Alves;19/07/9380;Ipojuca
82232328805;207899688;Vitor da Mata;14/12/8893;Sarandi
95317946859;524449101;Davi Luiz Moura;12/04/1086;Guaiba
20400894890;562277806;Isabelly Araujo;11/10/5002;Valenca
10481412689;370920207;Joana Cavalcanti;04/10/2524;Itajuba
58920222770;231025854;Maria Clara Alves;20/04/6091;Bayeux
53666630677;190610472;Ian Freitas;27/08/7079;Nova Lima
26559708616;025682807;Gustavo Sales;14/07/3090;Balsas
71261837983;562396942;Antonio Sales;17/01/9841;Itabaiana
20994766327;203723982;Vitoria Vieira;15/04/7377;Votuporanga
81824460660;924475728;Ana Carolina Almeida;06/12/7253;Campo Mourao
50490040128;623978289;Julia Costa;29/09/2556;Cacapava
26596467244;438887719;Manuela Pereira;24/04/0010;Para de Minas
16575578802;869705709;Vitor Gabriel da Mota;27/10/3457;Caceres
88046962651;014554487;Livia da Costa;29/01/8742;Ponta Pora
37452285026;895169158;Caua Araujo;04/01/5361;Itapeva
35332270062;286580905;Isaac Costela;27/08/0060;Caldas Novas
46507486825;716596044;Emanuel Cunha;04/03/7771;Sorriso
89923117022;237646087;Augusto Castro;04/05/2566;Paracatu
02132924759;362550745;Enrico Costela;14/10/1343;Itauna
42268641155;993438731;Francisco Nascimento;15/12/7799;Mogi Mirim
76832290403;246344549;Maria Cecilia Melo;03/11/6857;Francisco Beltrao
40508760941;691772607;Livia Rezende;29/08/2421;Caratinga
01051099676;989232920;Davi Luiz Dias;12/06/3945;Sao Roque
66635403434;543343782;Eloah Nascimento;25/11/7700;Ubatuba
48127403636;563454887;Marcelo Souza;17/08/7539;Luis Eduardo Magalhaes
87540214058;615792359;Srta. Alicia Teixeira;26/04/7318;Aruja
12963031017;134946277;Theo Nogueira;09/05/4880;Sao Joao da Boa Vista
74359378785;092155868;Clarice Fogaca;30/03/2033;Patrocinio
77117644567;753720039;Ana Laura Carvalho;21/07/3764;Sao Cristovao
11353004538;905928615;Bernardo Silva;01/08/6344;Manhuacu
76474282177;792993054;Luiz Miguel Duarte;26/09/5530;Saquarema
96162399290;629371483;Leandro Carvalho;19/09/7917;Avare
53963301120;894313536;Diego Ferreira;28/08/7835;Sao Sebastiao
77644565787;196676288;Mirella Fernandes;25/01/9843;Planaltina
86674192813;893994346;Joana Freitas;11/04/4996;Timoteo
31600834973;651930264;Ana Carolina Pereira;03/07/0929;Sao Joao del-Rei
28853195347;435502012;Barbara Moura;19/02/9740;Santa Ines
93672338257;312025130;Ana Barbosa;10/10/0852;Cruzeiro do Sul
44153069698;503124221;Pedro Lucas Caldeira;04/12/8229;Lorena
96872293144;980814151;Emanuel da Conceicao;01/12/8491;Paranavai
00702694320;124907690;Yasmin Nogueira;01/11/8028;Quixada
89609468420;612664675;Raul da Cunha;01/04/3473;Barra do Corda
35355867049;808810690;Amanda Correia;25/12/5667;Gurupi
72034645120;836436577;Davi Lucas Santos;09/01/8243;Candeias
40832696854;607164059;Maria Fernanda Viana;18/07/4649;Serra Talhada
81903774004;265812765;Luiz Fernando Silveira;03/05/4403;Camboriu
29667618307;903422103;Rebeca Viana;26/04/1941;Coari
80483051519;555420501;Lavinia da Luz;28/03/3991;Cacoal
64403752101;324971767;Luigi Melo;15/06/4428;Campo Limpo Paulista
76609600244;746536281;Lavinia Barros;11/12/4515;Redencao
14113075425;490246929;Julia Moreira;15/01/2855;Sao Bento do Sul
41980553947;879215838;Lucas Gabriel da Mata;17/02/0086;Lajeado
48079990107;371975690;Maria Rocha;29/05/2461;Navegantes
58100362289;942908719;Augusto Sales;16/11/8811;Pacatuba
23781274306;816113791;Pedro Miguel Monteiro;23/04/8678;Unai
49739042520;574108251;Bianca Fernandes;28/04/5231;Guanambi
28770700699;503548753;Luiz Henrique da Luz;09/09/2668;Gravata
66125659933;082076422;Raquel Silva;19/07/8942;Araripina
28159344856;325287890;Alice Alves;27/03/0125;Carpina
63052346989;252522678;Bryan Lopes;08/06/0075;Cianorte
15855726835;598481291;Eduardo Rodrigues;17/11/4614;Pato Branco
81517334543;320281377;Augusto Freitas;07/10/9167;Moju
43694091874;757818646;Renan Nogueira;06/02/3664;Pinheiro
53418743587;657127055;Leandro Rodrigues;08/01/2150;Matao
84707576109;482739844;Ana Carolina Silveira;27/11/2429;Ijui
81503195309;247115343;Ian Martins;18/01/6844;Seropedica
81609788206;674302887;Enzo Gabriel Campos;31/08/6576;Dias d'Avila
64929150469;342092687;Danilo Souza;14/12/2220;Esteio
94687937101;175872195;Luna Ferreira;27/05/3221;Cruzeiro
65555457049;742756522;Giovanna Goncalves;21/03/0373;Macaiba
43618048858;679066554;Theo Peixoto;24/02/8275;Tres Rios
64813858309;639969588;Pedro Miguel Moura;31/05/1754;Quixeramobim
60779740645;301300534;Matheus Silveira;09/09/8659;Serrinha
90354554280;596666549;Leticia Nunes;16/02/4061;Aquiraz
34851032927;935057365;Enzo Mendes;30/07/6576;Cachoeira do Sul
96809977660;037986623;Joao Miguel Nascimento;24/09/8183;Vinhedo
94142908340;613658062;Luiz Gustavo Silva;08/03/1373;Curvelo
26886523465;047202039;Esther Correia;05/11/4310;Alfenas
87608646802;916279476;Vinicius Barbosa;16/03/6549;Joao Monlevade
35044905607;604187771;Alana Ferreira;24/10/9778;Jacobina
95946274686;339488765;Bruno Pinto;26/12/7540;Viana
99967069155;933821800;Carolina da Mata;28/02/1063;Chapadinha
38663870752;727390871;Davi Correia;13/08/2021;Telemaco Borba
03393774530;901667502;Joana Cardoso;19/04/1280;Tres Coracoes
25578997716;302043777;Maria Sophia Lopes;13/04/3961;Sapiranga
27160870409;467047001;Isabella Viana;25/10/6956;Goiana
84920424000;735122553;Maite da Costa;19/06/9361;Ibiuna
04824136628;908269805;Luiz Gustavo Porto;10/11/1019;Cacador
10005532051;606572202;Maria Alice Caldeira;03/08/5761;Vicosa
31890059404;716058420;Fernando Costela;04/03/2574;Senhor do Bonfim
36402850934;702468043;Alice da Cunha;30/11/6949;Russas
20492601640;819466780;Natalia Pires;03/04/7756;Cajamar
49076513171;999418204;Joaquim da Rosa;16/06/7035;Lins
80589452347;789791415;Heloisa Barros;04/01/2756;Picos
05993801522;094131207;Luna Nascimento;12/05/7300;Novo Repartimento
18493682365;253734607;Alicia Gomes;01/12/1609;Jaboticabal
